timestamp,open,high,low,close,volume
2025-12-12 00:00:00,1.1741,1.1747,1.1720,1.1739,0
2025-12-15 00:00:00,1.1738,1.1769,1.1727,1.1738,0
2025-12-16 00:00:00,1.1755,1.1805,1.1746,1.1755,0
2025-12-17 00:00:00,1.1750,1.1758,1.1705,1.1750,0
2025-12-18 00:00:00,1.1742,1.1759,1.1713,1.1742,0
2025-12-19 00:00:00,1.1725,1.1738,1.1704,1.1726,0
2025-12-22 00:00:00,1.1711,1.1770,1.1711,1.1708,0
2025-12-23 00:00:00,1.1764,1.1804,1.1764,1.1766,0
2025-12-24 00:00:00,1.1796,1.1809,1.1774,1.1796,0
2025-12-26 00:00:00,1.1784,1.1799,1.1763,1.1785,0
2025-12-29 00:00:00,1.1775,1.1789,1.1754,1.1773,0
2025-12-30 00:00:00,1.1773,1.1781,1.1746,1.1773,0
2025-12-31 00:00:00,1.1746,1.1759,1.1721,1.1747,0
2026-01-02 00:00:00,1.1751,1.1767,1.1713,1.1750,0
2026-01-05 00:00:00,1.1706,1.1719,1.1660,1.1705,0
2026-01-06 00:00:00,1.1716,1.1745,1.1684,1.1715,0
2026-01-07 00:00:00,1.1688,1.1705,1.1674,1.1688,0
2026-01-08 00:00:00,1.1677,1.1685,1.1653,1.1677,0
2026-01-09 00:00:00,1.1658,1.1660,1.1619,1.1658,0
2026-01-12 00:00:00,1.1625,1.1699,1.1623,1.1624,0
2026-01-13 00:00:00,1.1668,1.1675,1.1635,1.1667,0
2026-01-14 00:00:00,1.1647,1.1663,1.1640,1.1651,0
